Chr	Gene_l	Gene_r	Gene_type	Gene	Strand	Gene_length	Counts	RPKM	TPM
chr17	48048359	48061545	protein_coding	NFE2L1	+	4923	58803	62.04	157.4297196997451
chr17	48070059	48101478	protein_coding	CBX1	-	2614	21072	41.87	106.24714014003395
chr17	48107533	48123601	protein_coding	SNX11	+	3773	4098	5.64	14.315358331820812
chr17	48133438	48430250	protein_coding	SKAP1	-	2468	3	0.01	0.016021131088758935
chr17	48156427	48156511	miRNA	MIR1203	-	85	0	0.00	0.0
chr17	48294347	48307829	lncRNA	THRA1/BTR	+	728	1	0.01	0.018104464984916236
chr17	48444833	48466040	lncRNA	LOC101927166	+	2265	12	0.03	0.06982808216698817
chr17	48520388	48527507	lncRNA	LOC105371808	-	888	1	0.01	0.014842399221868263
chr17	48528526	48531011	protein_coding	HOXB1	-	2034	1	0.00	0.006479867506892339
chr17	48542655	48545031	protein_coding	HOXB2	-	1684	21	0.06	0.16435929969679297
chr17	48544351	48551241	lncRNA	HOXB-AS1	+	797	3	0.02	0.04961123152704774
chr17	48548870	48590272	protein_coding	HOXB3	-	18368	727	0.21	0.521662495647693
chr17	48575507	48578350	protein_coding	HOXB4	-	2002	30	0.08	0.19750325438090435
chr17	48579838	48579947	miRNA	MIR10A	-	110	2	0.09	0.2396372819821639
chr17	48590420	48606414	lncRNA	HOXB-AS3	+	1414	220	0.81	2.050644350766749
chr17	48591257	48593741	protein_coding	HOXB5	-	1821	515	1.47	3.7274717255051035
chr17	48595736	48604986	protein_coding	HOXB6	-	2223	868	2.03	5.146326514542738
chr17	48607232	48611017	protein_coding	HOXB7	-	1363	1449	5.52	14.011660445758295
chr17	48612346	48619531	protein_coding	HOXB8	-	4130	27	0.03	0.08616497911465217
chr17	48621156	48626358	protein_coding	HOXB9	-	2586	64	0.13	0.3261884116694575
chr17	48632490	48632559	miRNA	MIR196A1	-	70	2	0.15	0.3765728716862576
chr17	48634804	48647513	lncRNA	LOC101060400	-	2312	55	0.12	0.31353926383912023
chr17	48655662	48707346	lncRNA	LINC02086	+	3966	4	0.01	0.013293041360583981
chr17	48720802	48724758	protein_coding	PRAC2	+	1411	5	0.02	0.046704643901555695
chr17	48721719	48722518	protein_coding	PRAC1	-	382	3	0.04	0.10350825007082998
chr17	48724408	48724475	miRNA	MIR3185	-	68	0	0.00	0.0
chr17	48724763	48728749	protein_coding	HOXB13	-	3038	655	1.12	2.8416501262039024
chr17	48732984	48743465	lncRNA	LOC105371811	+	1749	3	0.01	0.022607290753034335
chr17	48752906	48753609	lncRNA	LOC105371812	+	584	2	0.02	0.04513715927746238
chr17	48762231	48817247	protein_coding	TTLL6	-	4830	140	0.15	0.3820304495367831
chr17	48812240	48816958	lncRNA	LOC105371813	+	832	3	0.02	0.04752422058540511
chr17	48831035	48865245	protein_coding	CALCOCO2	+	3770	14508	19.99	50.72047023470766
chr17	48874860	48908983	lncRNA	LOC105371814	-	738	33	0.23	0.5893518520293056
chr17	48892787	48895871	protein_coding	ATP5MC1	+	646	10441	83.95	213.02307641589402
chr17	48908407	48929056	protein_coding	UBE2Z	+	3084	17237	29.03	73.66554170686148
chr17	48929316	48944842	protein_coding	SNF8	-	2173	11787	28.17	71.49252432112617
chr17	48958554	48968596	protein_coding	GIP	-	716	33	0.24	0.6074604284883066
chr17	48997385	49056145	protein_coding	IGF2BP1	+	9089	14460	8.26	20.96859174391187
chr17	49120347	49176840	protein_coding	B4GALNT2	+	9221	383	0.22	0.547441638103707
chr17	49192528	49192599	tRNA	TRQ-TTG1-1	+	72	3	0.22	0.5491687712091257
chr17	49206234	49210574	protein_coding	GNGT2	-	1190	1	0.00	0.011075672696654637
chr17	49210227	49223225	protein_coding	ABI3	+	2130	3	0.01	0.018563451421153544
chr17	49223366	49230787	protein_coding	PHOSPHO1	-	2320	8	0.02	0.04544845003110006
chr17	49224729	49227383	lncRNA	LOC105371816	+	1892	3	0.01	0.020898600172863133
chr17	49248243	49258665	lncRNA	FLJ40194	+	722	2	0.01	0.03650983520503883
chr17	49288346	49288454	miRNA	MIR6129	-	109	0	0.00	0.0
chr17	49289206	49362473	protein_coding	ZNF652	-	12015	5893	2.55	6.464422609209244
chr17	49361165	49380094	lncRNA	LOC102724596	+	1168	22	0.10	0.2482543760260431
chr17	49404048	49414905	protein_coding	PHB	-	2048	24756	62.79	159.31900898499745
chr17	49457861	49461749	lncRNA	LINC02075	-	1754	5	0.01	0.03757140966082958
chr17	49495293	49515008	protein_coding	NGFR	+	3408	11	0.02	0.042541242840143545
chr17	49505657	49574064	lncRNA	LOC100288866	-	1221	2	0.01	0.021588944322717473
chr17	49510817	49510900	miRNA	MIR6165	+	84	0	0.00	0.0
chr17	49575871	49583810	protein_coding	NXPH3	+	5618	24	0.02	0.05630495055472702
chr17	49598884	49678163	protein_coding	SPOP	-	3630	4302	6.16	15.619993743746504
chr17	49613252	49618974	lncRNA	LOC107984999	-	825	1	0.01	0.015975818798810926
chr17	49700943	49708173	protein_coding	SLC35B1	-	1819	5100	14.56	36.95341264210939
chr17	49710329	49764131	protein_coding	FAM117A	-	3355	326	0.50	1.280684490593204
chr17	49788681	49835026	protein_coding	KAT7	+	9547	7783	4.23	10.744771458227191
chr17	49838309	49848017	protein_coding	TAC4	-	675	20	0.15	0.390520015082045
chr17	49845886	49847642	lncRNA	FLJ45513	+	929	28	0.16	0.3972458711006808
chr17	49968970	49974959	protein_coding	DLX4	+	2481	8625	18.06	45.8194017091048
chr17	49990005	49995224	protein_coding	DLX3	-	2602	532	1.06	2.6947682055334807
chr17	50050349	50055739	lncRNA	PICART1	-	2533	58	0.12	0.30179349764038804
chr17	50056065	50090481	protein_coding	ITGA3	+	4975	46762	48.82	123.8845270156276
chr17	50094737	50112152	protein_coding	PDK2	+	4175	2971	3.70	9.379144925100718
chr17	50110040	50130160	protein_coding	SAMD14	-	6948	37	0.03	0.0701873731769867
chr17	50133737	50150677	protein_coding	PPP1R9B	-	4212	13180	16.25	41.242418259465964
chr17	50157837	50166722	lncRNA	LOC105371818	-	3224	27	0.04	0.11037883490803765
chr17	50165517	50175928	protein_coding	SGCA	+	1996	46	0.12	0.3037486590254883
chr17	50171428	50172476	transcribed_pseudogene	H1-9	-	1049	2	0.01	0.02512879029364922
chr17	50184096	50201649	protein_coding	COL1A1	-	5937	10375	9.08	23.03234361311644
chr17	50214694	50215420	lncRNA	LINC01969	+	455	0	0.00	0.0
chr17	50238849	50256593	lncRNA	LOC105371819	+	504	6	0.06	0.15690536320260734
chr17	50256613	50271399	lncRNA	LOC105371822	+	14492	105	0.04	0.09549443164828848
chr17	50271406	50281485	protein_coding	TMEM92	+	2816	3268	6.03	15.295598389017806
chr17	50281579	50287855	lncRNA	TMEM92-AS1	-	748	185	1.28	3.259771850492671
chr17	50346126	50361185	protein_coding	XYLT2	+	4065	10484	13.40	33.992533711329735
chr17	50367867	50373184	protein_coding	MRPL27	-	686	5125	38.80	98.46612078530971
chr17	50373220	50381479	protein_coding	EME1	+	3021	8780	15.10	38.30547615663256
chr17	50381238	50397523	protein_coding	LRRC59	-	2880	71091	128.21	325.3413092835663
chr17	50426158	50474845	protein_coding	ACSF2	+	2662	10976	21.42	54.34419022802131
chr17	50464492	50469881	protein_coding	CHAD	-	2721	1386	2.65	6.71354281716294
chr17	50478800	50485980	protein_coding	RSAD1	+	2630	5722	11.30	28.67537985270221
chr17	50507778	50531502	protein_coding	MYCBPAP	+	5723	11	0.01	0.025332964459061538
chr17	50532735	50543750	protein_coding	EPN3	+	3879	20	0.03	0.06795591909780364
chr17	50537294	50538754	lncRNA	LOC105371824	-	607	0	0.00	0.0
chr17	50547089	50555852	protein_coding	SPATA20	+	2774	10858	20.33	51.58939741417753
chr17	50556207	50562108	lncRNA	CACNA1G-AS1	-	1433	4	0.01	0.03679009213962042
chr17	50560715	50629625	protein_coding	CACNA1G	+	10774	904	0.44	1.10588134955942
chr17	50627030	50631940	lncRNA	LOC101927253	-	512	1	0.01	0.025742286150427767
chr17	50634881	50692253	protein_coding	ABCC3	+	5798	25211	22.59	57.30980568866479
chr17	50693195	50707914	protein_coding	ANKRD40	-	4305	3843	4.64	11.765606064148685
chr17	50719565	50756219	protein_coding	LUC7L3	+	7484	48341	33.55	85.13319370076006
chr17	50761007	50767577	protein_coding	ANKRD40CL	-	2085	28	0.07	0.17699828021704195
chr17	50768650	50768730	miRNA	MIR8059	+	81	0	0.00	0.0
chr17	50834584	50842353	protein_coding	WFIKKN2	+	3866	9	0.01	0.030682993942361913
chr17	50862223	50867978	protein_coding	TOB1	-	2521	82275	169.52	430.1422672072747
chr17	50866679	50868371	lncRNA	TOB1-AS1	+	1415	195	0.72	1.8163320489460837
chr17	50886262	50894071	lncRNA	LOC105371825	-	3133	13	0.02	0.054689006261489696
chr17	50962174	51120868	protein_coding	SPAG9	-	8770	44539	26.38	66.93572059534756
chr17	51153559	51162089	protein_coding	NME1	+	1031	13670	68.87	174.75391897021333
chr17	51153559	51171744	protein_coding	NME1-NME2	+	1272	0	0.00	0.0
chr17	51165536	51171744	protein_coding	NME2	+	1004	7264	37.58	95.35845308517344
chr17	51177419	51260511	protein_coding	MBTD1	-	6483	3635	2.91	7.390017522795639
chr17	51260546	51297933	protein_coding	UTP18	+	2842	10260	18.75	47.58174462439659
chr17	51312609	51335162	lncRNA	LINC02071	-	1720	10	0.03	0.07662820063383148
chr17	51336715	51342571	lncRNA	LINC02072	+	2645	18	0.04	0.08969410554341864
chr17	51435427	51445802	lncRNA	LINC02073	+	2535	39	0.08	0.2027700078310618
chr17	51630313	52160017	protein_coding	CA10	-	3928	7	0.01	0.023487870051714134
chr17	52231570	52236498	lncRNA	LOC105371829	+	237	2	0.04	0.11122405492843052
chr17	52390522	52535701	lncRNA	LINC01982	+	301	1	0.02	0.04378754321933228
chr17	52862121	52899588	lncRNA	LINC02089	+	682	3	0.02	0.05797676176987838
chr17	52917867	52926925	lncRNA	LOC107984983	+	430	0	0.00	0.0
chr17	52985505	52987652	lncRNA	C17orf112	+	850	0	0.00	0.0
chr17	53746972	53748876	lncRNA	LOC107984982	-	228	1	0.02	0.05780723907464481
chr17	53822927	53825193	protein_coding	KIF2B	+	2267	2	0.00	0.011627746368786074
chr17	53970975	53973279	lncRNA	LOC107985001	-	428	0	0.00	0.0
chr17	54900691	54961967	protein_coding	TOM1L1	+	3183	7377	12.04	30.546413008178856
chr17	54951898	54968785	protein_coding	COX11	-	11239	4945	2.29	5.799034590897681
chr17	54968728	55173632	protein_coding	STXBP4	+	17603	1440	0.42	1.0781839875582222
chr17	55088622	55097369	lncRNA	LOC107985002	+	7617	54	0.04	0.09343871963857515
chr17	55264960	55325187	protein_coding	HLF	+	9508	172	0.09	0.2384275018459477
chr17	55392617	55421886	protein_coding	MMD	-	2856	3268	5.94	15.081374321944729
chr17	55449863	55458538	lncRNA	LOC101927367	-	923	2	0.01	0.028559156032543914
chr17	55510836	55537493	lncRNA	LOC105371833	-	2006	1	0.00	0.006570314311574783
chr17	55580550	55589803	lncRNA	LOC102724732	-	554	1	0.01	0.02379070488992602
chr17	55612964	55650247	lncRNA	LOC101927389	+	3323	4	0.01	0.015865242863700293
chr17	55719627	55732081	protein_coding	TMEM100	-	2482	1	0.00	0.005310254032642634
chr17	55750979	55845001	protein_coding	PCTP	+	5703	2022	1.84	4.672990027921525
chr17	56110935	56517016	protein_coding	ANKFN1	+	22351	28	0.01	0.01651118134546698
chr17	56532853	56538939	lncRNA	LOC112268194	-	652	3	0.02	0.060644404182602835
chr17	56593699	56595611	protein_coding	NOG	+	1913	8314	22.57	57.28120226449769
chr17	56791913	56833920	protein_coding	C17orf67	-	2037	209	0.53	1.352297769457523
chr17	56834131	56869567	protein_coding	DGKE	+	9633	2407	1.30	3.2933023539093504
chr17	56884102	56884913	transcribed_pseudogene	MTVR2	-	812	3	0.02	0.04869476789046434
chr17	56887909	56914049	protein_coding	TRIM25	-	5745	26680	24.12	61.20865928296385
chr17	56891270	56891355	miRNA	MIR3614	-	86	0	0.00	0.0
chr17	56938199	56961050	protein_coding	COIL	-	2634	5708	11.26	28.561779918557537
chr17	56961039	56975937	lncRNA	LOC105371836	+	1289	13	0.05	0.13292525726706536
chr17	56978129	57006768	protein_coding	SCPEP1	+	2340	7913	17.56	44.569974221310886
chr17	57045478	57046795	transcribed_pseudogene	RNF126P1	+	1318	689	2.72	6.890026404183689
chr17	57085246	57121344	protein_coding	AKAP1	+	5195	8072	8.07	20.479185314494995
chr17	57251078	57256230	lncRNA	LOC101927510	-	3667	85	0.12	0.30550976091263055
chr17	57255851	57684689	protein_coding	MSI2	+	17943	15105	4.37	11.095394467967019
chr17	57522248	57523597	lncRNA	LOC101927557	-	563	3	0.03	0.07023117500365374
chr17	57558903	57574828	lncRNA	LOC107984993	+	9933	62	0.03	0.08226750544238186
chr17	57600864	57608412	lncRNA	LOC101927539	-	1404	29	0.11	0.27223751051392553
chr17	57744495	57745299	protein_coding	CCDC182	-	805	3	0.02	0.04911820065472925
chr17	57834781	57850044	protein_coding	MRPS23	-	5609	4553	4.22	10.69865750892558
chr17	57861243	57955412	protein_coding	CUEDC1	-	4406	5599	6.60	16.748775034043913
chr17	57912312	57917124	lncRNA	LOC107985065	+	2279	3	0.01	0.01734978127558449
chr17	57971547	57988254	protein_coding	VEZF1	-	4885	7543	8.02	20.35150890266744
chr17	57988110	57994966	lncRNA	LOC101929185	+	6857	1832	1.39	3.521343522316296
chr17	58000919	58007346	protein_coding	SRSF1	-	5643	37387	34.41	87.32279787005032
chr17	58050355	58059944	lncRNA	LOC105371840	-	3598	5	0.01	0.01831580115205533
chr17	58076891	58083204	lncRNA	LOC101927666	-	6113	27	0.02	0.05821386614485742
chr17	58083419	58095542	protein_coding	DYNLL2	+	6807	10440	7.97	20.214445029257902
chr17	58155154	58156086	protein_coding	OR4D1	+	933	1	0.01	0.014126527876762076
chr17	58156959	58159120	transcribed_pseudogene	MSX2P1	+	2162	4	0.01	0.024384922310858495
chr17	58169656	58170579	protein_coding	OR4D2	+	924	0	0.00	0.0
chr17	58192726	58205174	protein_coding	EPX	+	2719	28	0.05	0.13572689012597736
chr17	58205436	58219605	protein_coding	MKS1	-	2746	2791	5.28	13.396038226756035
chr17	58219392	58233553	lncRNA	LOC105371841	+	1562	17	0.06	0.14344485189073194
chr17	58238426	58268518	protein_coding	LPO	+	3550	17	0.02	0.06311573483192205
chr17	58269855	58280935	protein_coding	MPO	-	3216	5	0.01	0.020491372060042003
chr17	58301231	58328795	protein_coding	TSPOAP1	-	7698	20	0.01	0.034242791657622805
chr17	58325450	58353727	lncRNA	TSPOAP1-AS1	+	2999	11	0.02	0.04834296618846588
chr17	58331232	58331318	miRNA	MIR142	-	87	0	0.00	0.0
chr17	58335976	58336022	miRNA	MIR4736	-	47	0	0.00	0.0
chr17	58345178	58352201	protein_coding	SUPT4H1	-	1490	5672	19.77	50.172648649097894
chr17	58352500	58418894	protein_coding	RNF43	-	7488	872	0.60	1.5348563092767873
chr17	58420167	58488408	protein_coding	HSF5	-	4139	6	0.01	0.019106137485893716
chr17	58489533	58518109	protein_coding	MTMR4	-	7203	8631	6.22	15.793005128882847
chr17	58519837	58556925	lncRNA	SEPTIN4-AS1	+	653	0	0.00	0.0
chr17	58520250	58544372	protein_coding	SEPTIN4	-	8394	41	0.03	0.06437718261493681
chr17	58556677	58692055	protein_coding	TEX14	-	5287	40	0.04	0.09971666736537937
chr17	58574203	58579655	lncRNA	LOC107985048	+	996	0	0.00	0.0
chr17	58632797	58651594	lncRNA	LOC105371842	+	449	0	0.00	0.0
chr17	58692140	58735611	protein_coding	RAD51C	+	3995	2394	3.11	7.898132895767591
chr17	58724109	58756105	lncRNA	LOC105371843	-	466	4	0.04	0.11313348076411174
chr17	58755854	58985617	protein_coding	PPM1E	+	9020	22	0.01	0.032146464656143944
chr17	58968010	59106880	protein_coding	TRIM37	-	8230	5763	3.64	9.229238284748067
chr17	59109857	59155186	protein_coding	SKA2	-	3004	4401	7.61	19.30938824573658
chr17	59137758	59137872	miRNA	MIR454	-	115	1	0.05	0.11460913486103494
chr17	59151136	59151221	miRNA	MIR301A	-	86	6	0.36	0.9195384076059779
chr17	59155355	59206709	protein_coding	PRR11	+	6683	16933	13.16	33.394851903219966
chr17	59210010	59215250	protein_coding	SMG8	+	3266	1857	2.95	7.493984628061333
chr17	59220470	59275970	protein_coding	GDPD1	+	3781	462	0.63	1.610469012210205
chr17	59331655	59401732	protein_coding	YPEL2	+	5418	2238	2.15	5.444251206936981
chr17	59366083	59366154	miRNA	MIR4729	+	72	0	0.00	0.0
chr17	59430869	59526857	lncRNA	LINC01476	-	546	5	0.05	0.12069643323277487
chr17	59500392	59507791	lncRNA	LOC105371845	+	1221	2	0.01	0.021588944322717473
chr17	59529791	59550534	lncRNA	LOC105371847	+	501	0	0.00	0.0
chr17	59565563	59608345	protein_coding	DHX40	+	3639	26593	37.96	96.31686814683779
chr17	59619689	59696956	protein_coding	CLTC	+	8587	116715	70.60	179.14400782114296
chr17	59697306	59707626	protein_coding	PTRH2	-	2248	3655	8.45	21.429308100740435
chr17	59707654	59842255	protein_coding	VMP1	+	4054	29040	37.21	94.4125966408269
chr17	59841266	59841337	miRNA	MIR21	+	72	0	0.00	0.0
chr17	59859467	59892948	protein_coding	TUBD1	-	2617	572	1.14	2.8807752736564303
chr17	59893046	59950574	protein_coding	RPS6KB1	+	7958	3504	2.29	5.803329603368011
chr17	59952240	59964740	protein_coding	RNFT1	-	2122	486	1.19	3.0186166575792845
chr17	59962363	60019052	transcribed_pseudogene	TBC1D3P1-DHX40P1	-	1918	18	0.05	0.12369181916701892
chr17	59965096	59996972	lncRNA	RNFT1-DT	+	1870	102	0.28	0.7189118459464918
chr17	60019074	60020011	lncRNA	LOC105371848	+	777	101	0.68	1.713236938752794
chr17	60041008	60078921	protein_coding	HEATR6	-	6108	4050	3.44	8.73922798977194
chr17	60043025	60043105	miRNA	MIR4737	-	81	0	0.00	0.0
chr17	60079309	60088695	lncRNA	LOC105371849	+	699	83	0.62	1.5650131505702123
chr17	60083566	60088467	transcribed_pseudogene	WFDC21P	-	621	2299	19.23	48.79377797139246
chr17	60101760	60102919	transcribed_pseudogene	LOC653653	-	1160	223	1.00	2.533751089233828
chr17	60126535	60136447	lncRNA	LOC100996660	-	4492	261	0.30	0.7658043594955395
chr17	60149942	60179021	protein_coding	CA4	+	6898	11	0.01	0.021017766830850854
chr17	60177231	60422470	protein_coding	USP32	-	7588	11431	7.82	19.85518679080079
chr17	60231516	60231645	guide_RNA	SCARNA20	-	130	26	1.04	2.6360101018038034
chr17	60402537	60417405	lncRNA	LOC105371850	-	660	0	0.00	0.0
chr17	60421090	60431426	protein_coding	C17orf64	+	1667	8	0.02	0.0632515921248663
chr17	60443149	60526242	protein_coding	APPBP2	-	7520	2377	1.64	4.166087773927953
chr17	60564546	60586620	lncRNA	LINC01999	+	644	3	0.02	0.06139775081841156
chr17	60600187	60666280	protein_coding	PPM1D	+	4885	1105	1.17	2.9813624999930424
chr17	60677851	61392831	protein_coding	BCAS3	+	7673	2644	1.79	4.541646493659101
chr17	61129454	61136598	lncRNA	LOC107984992	-	1139	22	0.10	0.25457516347534537
chr17	61361668	61367704	lncRNA	LOC101927855	-	442	9	0.11	0.26837206918817
chr17	61393456	61399606	lncRNA	TBX2-AS1	-	979	53	0.28	0.7135267384862185
chr17	61399843	61409466	protein_coding	TBX2	+	3433	21	0.03	0.0806236704600639
chr17	61411751	61413280	lncRNA	C17orf82	+	1530	5	0.02	0.04307206048699025
chr17	61452422	61485110	protein_coding	TBX4	+	4071	6	0.01	0.019425277095090666
chr17	61590421	61591219	protein_coding	NACA2	-	799	8300	53.96	136.91416673949666
chr17	61679139	61864120	protein_coding	BRIP1	-	12021	2836	1.23	3.1094437437466045
chr17	61865367	61927982	protein_coding	INTS2	-	6589	3054	2.41	6.108950410463512
chr17	61942605	62065983	protein_coding	MED13	-	11192	14680	6.81	17.28762879488913
chr17	62264705	62275655	transcribed_pseudogene	TBC1D3P2	-	2063	10	0.03	0.06388778724682025
chr17	62275687	62276578	lncRNA	LOC105371853	+	445	24	0.28	0.7108341847560818
chr17	62344040	62353998	lncRNA	LOC105371936	+	353	0	0.00	0.0
chr17	62370218	62416480	protein_coding	EFCAB3	+	1869	1	0.00	0.00705192643607224
chr17	62375075	62380502	lncRNA	LOC105371854	-	222	0	0.00	0.0
chr17	62423876	62450093	protein_coding	METTL2A	+	2528	1414	2.91	7.372069390725035
chr17	62458546	62464338	lncRNA	LOC112268200	+	327	0	0.00	0.0
chr17	62463848	62478596	lncRNA	LOC112268201	-	662	26	0.20	0.517645488269629
chr17	62470908	62615481	protein_coding	TLK2	+	7430	3742	2.62	6.637920458243494
chr17	62622691	62626790	lncRNA	LOC112268202	+	2663	37	0.07	0.183124997684455
chr17	62626368	62627923	lncRNA	LOC107985020	-	795	0	0.00	0.0
chr17	62627670	62693597	protein_coding	MRC2	+	5864	637	0.56	1.4317346818289758
chr17	62701314	62808346	protein_coding	MARCHF10	-	5432	28	0.03	0.06793840468566503
chr17	62706206	62737922	lncRNA	LOC105371855	+	2277	0	0.00	0.0
chr17	62808502	62836371	lncRNA	MARCHF10-DT	+	1809	14	0.04	0.10200149647665353
chr17	62944215	62944312	miRNA	MIR633	+	98	0	0.00	0.0
chr17	62966235	63427706	protein_coding	TANC2	+	18424	35952	10.14	25.719125917295464
chr17	63333215	63354185	lncRNA	LOC105371857	-	1149	29	0.13	0.33265575697262967
chr17	63380379	63406258	lncRNA	LOC105371856	-	2375	102	0.22	0.566048485018922
chr17	63406275	63415011	lncRNA	LOC107983996	-	853	45	0.27	0.6953133328321873
chr17	63432304	63446306	protein_coding	CYB561	-	3393	6935	10.62	26.93888897142555
chr17	63477061	63498373	protein_coding	ACE	+	5422	44	0.04	0.10695725237861246
chr17	63523334	63548987	protein_coding	KCNH6	+	4952	32	0.03	0.08516995482403242
chr17	63550477	63594266	protein_coding	DCAF7	+	6324	36448	29.94	75.96244164337843
chr17	63600895	63608365	protein_coding	TACO1	+	1446	2536	9.11	23.115219979856313
chr17	63622209	63696305	protein_coding	MAP3K3	+	5162	2881	2.90	7.356010367393218
chr17	63672262	63681131	lncRNA	LOC107984984	+	1674	26	0.08	0.20470807242203967
chr17	63682336	63691001	lncRNA	LOC101927898	-	1035	7	0.04	0.08914043822524939
chr17	63695888	63701227	protein_coding	LIMD2	-	3568	114	0.17	0.4211114792679843
chr17	63700338	63702685	lncRNA	LOC729683	+	2348	45	0.10	0.2525989237248108
chr17	63702832	63741986	protein_coding	STRADA	-	3305	3050	4.79	12.163132844934344
chr17	63745255	63773597	protein_coding	CCDC47	-	3468	28774	43.10	109.35489427523447
chr17	63773856	63819317	protein_coding	DDX42	+	4950	15668	16.44	41.71818815662827
chr17	63819433	63827663	protein_coding	FTSJ3	-	4131	9315	11.71	29.719721736023274
chr17	63827431	63832027	protein_coding	PSMC5	+	1676	24720	76.61	194.39788101608
chr17	63827849	63829491	lncRNA	LOC107984986	-	481	51	0.55	1.3974689728897505
chr17	63832081	63842685	protein_coding	SMARCD2	-	2661	4225	8.25	20.926611574823504
chr17	63857016	63864379	transcribed_pseudogene	TCAM1P	+	3317	37	0.06	0.1470189535223707
chr17	63872012	63873729	protein_coding	CSH2	-	1136	0	0.00	0.0
chr17	63880215	63881944	protein_coding	GH2	-	1156	2	0.01	0.022802855551936015
chr17	63885851	63886703	protein_coding	LOC107987248	+	660	0	0.00	0.0
chr17	63894918	63896574	protein_coding	CSH1	-	821	0	0.00	0.0
chr17	63909602	63911280	protein_coding	CSHL1	-	1119	0	0.00	0.0
chr17	63911920	63917876	lncRNA	LOC112268204	+	475	1	0.01	0.027747474755829508
chr17	63917203	63918839	protein_coding	GH1	-	823	0	0.00	0.0
chr17	63928740	63932331	protein_coding	CD79B	-	1249	4	0.02	0.042209929572518866
chr17	63938554	63972918	protein_coding	SCN4A	-	7805	77	0.05	0.13002740412485128
chr17	63959447	63967204	lncRNA	LOC105371858	+	2481	7	0.01	0.037186760807389405
chr17	63996071	63999899	lncRNA	PRR29-AS1	-	2926	41	0.07	0.18468286769302109
chr17	63998351	64004305	protein_coding	PRR29	+	3323	3	0.00	0.011898932147775218
chr17	64002595	64020634	protein_coding	ICAM2	-	1523	1	0.00	0.008654005587011829
chr17	64039142	64132469	protein_coding	ERN1	-	10897	2155	1.03	2.606498012933466
chr17	64145970	64146309	lncRNA	SNHG25	+	111	9269	433.74	1100.5935870999756
chr17	64146078	64146157	snoRNA	SNORD104	+	80	379	24.61	62.44048928647759
chr17	64146339	64146471	snoRNA	SNORA50C	+	133	127	4.96	12.585461764251242
chr17	64147227	64263265	protein_coding	TEX2	-	13101	4734	1.88	4.762564621761394
chr17	64319415	64413844	protein_coding	PECAM1	-	7352	182	0.13	0.32627437331902354
chr17	64449006	64496469	protein_coding	MILR1	+	3670	582	0.82	2.0901333504765853
chr17	64477785	64497054	protein_coding	POLG2	-	1582	1607	5.28	13.388331964597699
chr17	64498254	64506866	protein_coding	DDX5	-	4206	10927	13.49	34.24118209986942
chr17	64500774	64500839	miRNA	MIR3064	-	66	123	9.68	24.562821403171803
chr17	64501214	64501313	miRNA	MIR5047	-	100	490	25.45	64.58224749419318
chr17	64506760	64537951	protein_coding	CEP95	+	7813	4232	2.81	7.139123736614422
chr17	64542282	64662307	protein_coding	SMURF2	-	6240	2200	1.83	4.646812679461833
chr17	64749662	64781999	transcribed_pseudogene	ARHGAP27P1-BPTFP1-KPNA2P3	-	2862	302	0.55	1.3907670348440753
chr17	64750402	64751508	transcribed_pseudogene	LOC101929240	+	1107	1847	8.67	21.990563044406617
chr17	64778139	64781504	transcribed_pseudogene	ARHGAP27P1	-	2874	552	1.00	2.53145020214979
chr17	64780759	64780824	miRNA	MIR6080	+	66	0	0.00	0.0
chr17	64784841	64837184	transcribed_pseudogene	PLEKHM1P1	-	2922	729	1.30	3.2882466875683996
chr17	64822030	64822102	miRNA	MIR4315-2	-	73	0	0.00	0.0
chr17	64835330	64909795	lncRNA	LOC105376844	+	2275	25	0.06	0.1448357198793299
chr17	64844396	64846991	lncRNA	LOC105371860	-	990	63	0.33	0.8387304869375738
chr17	64854134	64919491	protein_coding	LRRC37A3	-	6047	225	0.19	0.49041034637494274
chr17	64943355	64960013	lncRNA	LOC107985000	-	2836	101	0.18	0.4693882586075178
chr17	64966550	64975585	transcribed_pseudogene	AMZ2P1	-	3442	923	1.39	3.534336612383659
chr17	65009289	65056740	protein_coding	GNA13	-	7290	21302	15.18	38.51322852443389
chr17	65078155	65100731	lncRNA	LOC105371864	-	1110	21	0.10	0.24935230692738683
chr17	65100812	65111095	lncRNA	LOC100507002	+	701	163	1.21	3.0646907745650496
chr17	65137370	65227703	protein_coding	RGS9	+	5149	11	0.01	0.028157031578793783
chr17	65457541	65458408	lncRNA	LINC02563	+	277	0	0.00	0.0
chr17	65528563	65561648	protein_coding	AXIN2	-	5378	18	0.02	0.044113222231748295
chr17	65635537	66192133	protein_coding	CEP112	-	9965	45	0.02	0.05951854218824443
chr17	65876188	65926467	lncRNA	LOC105371867	+	7548	1	0.00	0.0017461646143374428
chr17	66212033	66229415	protein_coding	APOH	-	1174	2	0.01	0.022453237664427625
chr17	66302613	66810743	protein_coding	PRKCA	+	13324	26008	10.14	25.72701543369608
chr17	66398069	66416854	lncRNA	PRKCA-AS1	-	1356	2	0.01	0.019439602520677016
chr17	66787072	66787168	miRNA	MIR634	+	97	6	0.32	0.8152608562279805
chr17	66835117	66894751	protein_coding	CACNG5	+	10576	72	0.04	0.08972802918394186
chr17	66964707	67033398	protein_coding	CACNG4	+	3583	15	0.02	0.05517743724121832
